title,company,location,salary_min,salary_max,description,externalurl,posteddate,expirationdate,category,jobtype,status
Išvykstančių keleivių aptarnavimo agentė (-as) Vilniaus oro uoste (lietuvių ir anglų k.),UAB „LITCARGUS“,Vilnius,9,15,"Darbo pobūdis:
Keleivių registracija į skrydį - lėktuvo bilietų, asmens tapatybę patvirtinančių dokumentų (ar kitų reikalingų skrydžiui dokumentų) patikra bei bagažo svėrimas ir registracija;
Keleivių laipinimas į orlaivį ir pakartotinė dokumentų bei rankinio bagažo patikra;
Keleivių informavimas apie bet kokius skrydžių informacijos pasikeitimus;
Visapusė pagalba keleiviams atsakant į visus rūpimus ir su skrydžio informacija susisijusius klausimus;
Keleivių aptarnavimą atlikti laikantis aviakompanijos taisyklių ir procedūrų.
Reikalavimai darbuotojui:
Darbo patirtis klientų aptarnavimo srityje (privalumas);
Puikios lietuvių ir anglų kalbos žinios;
Komandinio darbo ir komunikacijos įgūdžiai;
Puikūs laiko valdymo įgūdžiai, greita orientacija, atidumas detalėms;
Nepriekaištinga reputacija pagal LR Aviacijos įstatymo reikalavimus.
Mes siūlome:
Lankstų bei pamaininį darbo grafiką, padėsiantį derinti kelias veiklas vienu metu;
Nemokamą automobilio parkavimo vietą;
Taksi paslaugas atvykimui/išvykimui į/iš darbo naktinėmis valandomis (22-06 val.) Vilniaus mieste;
Draudimą nuo nelaimingų atsitikimų visą parą, visame pasaulyje;
Kvalifikacijos kėlimo bei karjeros galimybes įmonės viduje;
Rūpindamiesi darbuotojų psichologine gerove, suteikiame nemokamas nuotolines psichologo konsultacijas;
Įvairias įmonės organizuojamas šventes (darbuotojams ir jų vaikams), komandos formavimo renginius, socialines bei sporto iniciatyvas.
Atlyginimas
9-15,86
                                €/val.
                                neatskaičius mokesčių
Darbo užmokesčio dydis priklauso nuo turimos kvalifikacinės kategorijos",https://www.cvbankas.lt/isvykstanciu-keleiviu-aptarnavimo-agente-as-vilniaus-oro-uoste-lietuviu-ir-anglu-k-vilniuje/1-13768285,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Orlaivių interjero ir patalpų tvarkytoja (-as) Vilniaus oro uoste,UAB „LITCARGUS“,Vilnius,7,28,"Darbo pobūdis:
Orlaivių interjero tvarkymas;
Biuro ir buitinių patalpų valymas;
Darbui skirtų priemonių priežiūra.
Reikalavimai darbuotojui:
Puikiai gebate orientuotis įvairiose situacijose;
Galite dirbti slenkančiu, pamaininiu darbo grafiku;
Turite B kat. vairuotojo pažymėjimą (privalumas);
Atsakomybė ir sąžiningumas yra jūsų pagrindinės vertybės;
Gebate dirbti tiek komandoje, tiek individualiai.
Mes siūlome:
Lankstų bei pamaininį darbo grafiką, padėsiantį derinti kelias veiklas vienu metu;
Nemokamą automobilio parkavimo vietą;
Taksi paslaugas atvykimui/išvykimui į/iš darbo naktinėmis valandomis (22-06 val.);
Draudimą nuo nelaimingų atsitikimų visą parą, visame pasaulyje;
Kvalifikacijos kėlimo bei karjeros galimybes įmonės viduje;
Rūpindamiesi darbuotojų psichologine gerove, suteikiame nemokamas nuotolines psichologo konsultacijas;
Įvairias įmonės organizuojamas šventes (darbuotojams ir jų vaikams), komandos formavimo renginius, socialines bei sporto iniciatyvas.
Atlyginimas
7,28-9,50
                                €/val.
                                neatskaičius mokesčių
Atlygis priklauso nuo turimos kvalifikacinės kategorijos",https://www.cvbankas.lt/orlaiviu-interjero-ir-patalpu-tvarkytoja-as-vilniaus-oro-uoste-vilniuje/1-13766213,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Atvykstančiųjų keleivių aptarnavimo agentas (-ė) Vilniaus oro uoste (lietuvių ir anglų k.),UAB „LITCARGUS“,Vilnius,1640,2230,"Darbas oro uoste - tai kur kas daugiau nei tik skrydžiai ir lagaminai. Tai kasdienės istorijos, žmonės iš viso pasaulio ir situacijos, kuriose tavo pagalba iš tikrųjų svarbi.
Jei tau patinka judėjimas, bendravimas ir nestandartinės situacijos, kviečiame prisijungti prie atvykstančių keleivių aptarnavimo komandos ir prisidėti prie sklandžios kelionių patirties kūrimo.
Ką veiksi šiame darbe:
Padėsi keleiviams spręsti situacijas, kai jų bagažas vėluoja ar pasimeta - organizuosi paiešką ir tvarkysi reikalingus dokumentus;
Informuosi keleivius apie rastą bagažą ir pasirūpinsi jo pristatymo procesu;
Rūpinsiesi specialių poreikių turinčiais keleiviais, kad jų kelionė būtų patogi ir saugi;
Dirbsi perone ir vairuosi specialią techniką - tavo darbas bus ne tik biure, bet ir veiksmo centre, šalia lėktuvų;
Teiksi informaciją apie skrydžius ir padėsi keleiviams įvairiose situacijose.
Darbo grafikas ir atlygis:
Darbas pamainomis (dieninės/naktinės pamainos);
Mokamas valandinis darbo užmokestis, priklausantis nuo turimos kvalifikacijos.
Tikimės, kad Tu:
Turi klientų aptarnavimo patirties (privalumas, bet nebūtina);
Turi B kategorijos vairuotojo pažymėjimą;
Gerai kalbi lietuvių ir anglų kalba (B2 lygis);
Esi komunikabilus (-i), moki dirbti komandoje ir nepasimeti stresinėse situacijose;
Esi atidus (-i) detalėms, gebi planuoti laiką ir greitai orientuotis;
Atitinki nepriekaištingos reputacijos reikalavimus pagal LR Aviacijos įstatymą.
Mes siūlome:
Lankstų bei pamaininį darbo grafiką, padėsiantį derinti kelias veiklas vienu metu;
Nemokamą automobilio parkavimo vietą;
Taksi paslaugas atvykimui/išvykimui į/iš darbo naktinėmis valandomis (22-06 val.);
Draudimą nuo nelaimingų atsitikimų visą parą, visame pasaulyje;
Mokymus, kvalifikacijos kėlimą bei karjeros galimybes įmonės viduje;
Nuoseklų ir aiškų įvedimo procesą, kuris leis su naujomis pareigomis susipažinti be streso;
Mentorystę ir patyrusio kolegos palaikymą - pirmus darbo mėnesius turėsi paskirtą kolegą, kuris padės įsilieti į darbus ir atsakys į visus rūpimus klausimus ;
Palaikančią kolegų ir vadovų komandą;
Nemokamas nuotolines psichologo konsultacijas;
Įmonės šventes darbuotojams ir jų vaikams, komandos formavimo renginius, sporto ir socialines iniciatyvas.
Atlyginimas
1640-2230
                                €/mėn.
                                neatskaičius mokesčių
Darbo užmokestis priklauso nuo turimos kvalifikacinės kategorijos.",https://www.cvbankas.lt/atvykstanciuju-keleiviu-aptarnavimo-agentas-e-vilniaus-oro-uoste-lietuviu-ir-anglu-k-vilniuje/1-9562558,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Krovinių ir bagažo tvarkytojas (Vilniaus oro uostas),UAB „LITCARGUS“,Vilnius,1680,2140,"Darbo pobūdis:
Darbas terminale prie bagažų skenavimo sistemos;
Bagažų rūšiavimas individualiam skrydžiui, pakrovimas į vėžimėlius bei išvežimas prie orlaivio;
Bagažų iškrovimas iš orlaivio, pakrovimas į vežimėlius ir išvežimas į terminalą;
Krovinių bei pašto siuntų pakrovimas bei iškrovimas į/iš orlaivių;
Spec. technikos vairavimas perone, atliekant kitas pavestas užduotis.
Reikalavimai darbuotojui:
B kategorijos vairuotojo pažymėjimas;
Atsakingumas, sąžiningumas, operatyvumas atliekant užduotis;
Puiki orientacija įvairiausiose situacijose;
Gebėjimas dirbti tiek individualiai, tiek komandoje;
Nepriekaištinga reputacija pagal LR Aviacijos įstatymo reikalavimus.
Mes siūlome:
Lankstų bei pamaininį darbo grafiką, padėsiantį derinti kelias veiklas vienu metu;
Nemokamą automobilio parkavimo vietą;
Taksi paslaugas atvykimui/išvykimui į/iš darbo naktinėmis valandomis (22-06 val.);
Draudimą nuo nelaimingų atsitikimų visą parą, visame pasaulyje;
Kvalifikacijos kėlimo bei karjeros galimybes įmonės viduje;
Rūpindamiesi darbuotojų psichologine gerove, suteikiame nemokamas nuotolines psichologo konsultacijas;
Įvairias įmonės organizuojamas šventes (darbuotojams ir jų vaikams), komandos formavimo renginius, socialines bei sporto iniciatyvas.
Atlyginimas
1680-2140
                                €/mėn.
                                neatskaičius mokesčių
Atlygis priklauso nuo turimos kvalifikacinės kategorijos.",https://www.cvbankas.lt/kroviniu-ir-bagazo-tvarkytojas-vilniaus-oro-uostas-vilniuje/1-9069179,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Krovinių ir bagažo tvarkytojas (Kauno oro uostas),UAB „LITCARGUS“,Kaunas,1620,2020,"Darbo pobūdis:
Darbas terminale prie bagažų skenavimo sistemos;
Bagažų rūšiavimas individualiam skrydžiui, pakrovimas į vėžimėlius bei išvežimas prie orlaivio;
Bagažų iškrovimas iš orlaivio, pakrovimas į vežimėlius ir išvežimas į terminalą;
Krovinių bei pašto siuntų pakrovimas bei iškrovimas į/iš orlaivių;
Spec. technikos vairavimas perone, atliekant kitas pavestas užduotis.
Darbo grafikas ir atlygis:
Darbas pamainomis (dieninės/naktinės pamainos);
Mokamas valandinis darbo užmokestis, priklausantis nuo turimos kvalifikacijos.
Reikalavimai darbuotojui:
B kategorijos vairuotojo pažymėjimas;
Atsakingumas, sąžiningumas, operatyvumas atliekant užduotis;
Puiki orientacija įvairiausiose situacijose;
Gebėjimas dirbti tiek individualiai, tiek komandoje;
Nepriekaištinga reputacija pagal LR Aviacijos įstatymo reikalavimus.
Mes siūlome:
Lankstų bei pamaininį darbo grafiką;
Nemokamą automobilio parkavimo vietą;
Taksi paslaugas atvykimui/išvykimui į/iš darbo naktinėmis valandomis (22-06 val.);
Draudimą nuo nelaimingų atsitikimų visą parą, visame pasaulyje;
Kvalifikacijos kėlimo bei karjeros galimybes įmonės viduje;
Rūpindamiesi darbuotojų psichologine gerove, suteikiame nemokamas nuotolines psichologo konsultacijas;
Įvairias įmonės organizuojamas šventes (darbuotojams ir jų vaikams), komandos formavimo renginius, socialines bei sporto iniciatyvas.
Atlyginimas
1620-2020
                                €/mėn.
                                neatskaičius mokesčių
Atlygis priklauso nuo turimos kvalifikacinės kategorijos.",https://www.cvbankas.lt/kroviniu-ir-bagazo-tvarkytojas-kauno-oro-uostas-kaune/1-13561598,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Technikos priežiūros specialistas (Terminuota darbo sutartis),UAB „Cramo“,Klaipėda,1600,1600,"Darbo pobūdis
Įrangos ir įrankių išdavimas bei priėmimas;
Įrangos, sandėlio ir teritorijos priežiūra;
Smulkios įrangos remontas;
Prireikus, klientų konsultavimas nuomos padalinyje;
Reikalavimai darbuotojui
Jei mėgstate dirbti su technika ir bendrauti su žmonėmis, esate atsakingas ir kruopštus, šis darbas – Jums;
Įmonė siūlo
Įdomų darbą ir tobulėjimo galimybes lyderiaujančioje kompanijoje;
Asmeninio ir profesinio tobulėjimo galimybes;
Stabilų atlygį ir darbui reikalingas priemones;
Draugišką darbo aplinką;
Sudaroma terminuota sutartis iki 2025.12.23
Atlyginimas
1600
                                €/mėn.
                                neatskaičius mokesčių
Numatomi ir papildomi priedai",https://www.cvbankas.lt/technikos-prieziuros-specialistas-terminuota-darbo-sutartis-klaipedoje/1-13791181,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Konferencijų ir Renginių Centro ASISTENTAS - PADAVĖJAS,"Lietuva Viešbutis, UAB Radisson Blu Hotel Lietuva",Vilnius,1250,1250,"Darbo pobūdis
Konferencijų ir renginių aptarnavimas,
paruošiamieji darbai prieš konferencijas, kavos pertraukėles, pobūvius ir kitus renginius,
baldų (konferencinių stalų, kėdžių, bendrųjų erdvių baldų) ir įrangos išdėstymas salėse pagal užsakovų nurodymus,
konferencijų dalyvių aptarnavimas renginio metu,
tvarkymosi darbai renginiui pasibaigus.
Darbas pilnu etatu.
Reikalavimai darbuotojui
Ieškome ilgalaikio darbuotojo, kuris galėtų prisijungti prie augančios konferencijų ir renginių centro komandos. Labai vertiname tokias asmenines savybes, kaip darbštumas, nuovokumas, iniciatyvumas ir savimotyvacija. Ilgalaikėje perspektyvoje yra didžiulis potencialas kilti karjeros laiptais. Tad reikalavimai darbuotojui:
Gebantis susikalbėti anglų ir lietuvių kalbomis,
nebijantis fizinio darbo - darbo metu gali tekti kelti sunkius krovinius (virš 16 kg),
motyvuotas, iniciatyvus ir darbštus,
gebantis dirbti komandoje,
galintis dirbti lanksčiu darbo grafiku (galimos tiek rytinės, tiek vakarinės pamainos) - pilnu etatu,
darbo patirtis viešbutyje ir / ar renginių aptarnavimo srityje būtų privalumas.
Įmonė siūlo
Profesionalaus tobulėjimo ir karjeros augimo galimybes. Mūsų įmonėje kiekvienas turi galimybę tobulėti ir siekti aukštesnių karjeros tikslų.
Malonią ir draugišką darbo aplinką, kurioje kiekvienas gali jaustis įvertintas.
Nemokamas maitinimas ir neribota kava, kad kiekvieną dieną jaustumėtės energingi ir pasiruošę naujiems iššūkiams.
Uniformos priežiūra, kad visada atrodytumėte puikiai ir jaustumėtės patogiai.
Mėnesio darbuotojo rinkimai, kurie padeda pabrėžti ir įvertinti asmeninius darbuotojų pasiekimus.
Darbuotojų sąskrydžiai, stiprinantys komandos dvasią ir kolektyvinius ryšius.
Nemokama darbuotojų sporto salė, skatinanti sveiką gyvenseną ir suteikianti galimybę išlaikyti puikią fizinę formą.
Priedai prie atlyginimo už gerus darbo rezultatus (kas ketvirtį), skatinantys siekti aukščiausių tikslų ir garantuojantys, kad jūsų pastangos bus tinkamai įvertintos.
Sveikatingumas
Nemokama treniruoklių salė viešbučio patalpose
Biuras
Nemokami užkandžiai
Dviračių saugykla
Dušas
Asmeninės persirengimo spintelės
Nemokamas maitinimas
Nemokama kava
Nemokama uniformos priežiūra
Transportas
Kelionės į/iš darbo kompensavimas 23:00 - 06:00 naktinėmis valandomis
Kiti privalumai
Nuolaidos įmonės produkcijai/paslaugoms
Reguliarūs mokymai
Plačios karjeros galimybės
Darbuotojų vakarėliai
Team Building&#039;ai
Mėnesio darbuotojo rinkimai
Kasmetinis darbuotojų sveikatos patikrinimas
Atlyginimas
Nuo 1250
                                €/mėn.
                                neatskaičius mokesčių
Priedų prie atlyginimo už gerus darbo rezultatus sistema",https://www.cvbankas.lt/konferenciju-ir-renginiu-centro-asistentas-padavejas-vilniuje/1-13791145,2026-04-17,2026-05-08,Paslaugos,,ACTIVE
Klientų konsultavimo specialistas (-ė),Lietuvos transporto saugos administracija,Darbas namuose,1300,1500,"MES TAU SIŪLOME:
įdomų, prasmingą darbą vienoje moderniausių viešojo sektoriaus įstaigų
galimybę dirbti nuotoliniu būdu (mokymų laikotarpiu darbas Vilniaus arba Klaipėdos biuruose)
profesionalių ir draugiškų kolegų komandą
kuratoriaus pagalbą pirmaisiais darbo mėnesiais
vidinius bei išorinius mokymus tavo profesiniam tobulėjimui
dvi laisvas apmokamas dienas per metus tavo sveikatos puoselėjimui
nemokamus skiepus nuo gripo ir erkinio encefalito visiems norintiems mūsų darbuotojams
periodiškai į visus mūsų biurus tiekiamas daržoves ir vaisius
finansines organizacijos dovanas minint darbo ir gyvenimo jubiliejinių sukakčių progas
darbdavio finansinę paramą nutikus nelaimėms
savanoriškas sveikatos draudimas
MELP naudų programėlė (nuolaidos ir pasiūlymai)
JEIGU TU:
turi aukštąjį universitetinį / neuniversitetinį išsilavinimą
gebi sklandžiai bendrauti lietuvių kalba žodžiu ir raštu
mėgsti ir gebi bendrauti su žmonėmis, jiems padėti
moki anglų ir rusų kalbą B1 lygiu
PRIVALUMAS BŪTŲ, JEIGU TU:
turi patirties klientų aptarnavimo srityje,
MES TAU PATIKĖSIME PRISIDĖTI PRIE:
LTSA klientų konsultavimo ir informacijos jiems teikimo telefonu ir elektroniniu būdu
gautų LTSA klientų paklausimų analizės
LTSA konsultacijų kokybės gerinimo
Atlyginimas
1300-1500
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/klientu-konsultavimo-specialistas-e-darbas-namuose/1-13791077,2026-04-17,2026-04-24,Paslaugos,,ACTIVE
"Barmenas (-ė) restorane ""Grill London"" PLC Mega",UAB „Kauno loftas“,Kaunas,1000,1500,"Darbo pobūdis
Įvairių gėrimų, kokteilių gamyba (laikantis technologinių aprašų);
Baro likučių skaičiavimas;
Baro prekių užsakymų darymas;
Baro tvarkos palaikymas.
Reikalavimai darbuotojui
Noras dirbti, orientacija į rezultatą;
Pozityvumas, sąžiningumas;
Darbas pilnu etatu arba savaitgaliais;
Patirtis būtų didelis privalumas!
Įmonė siūlo
Įdomų bei dinamišką darbą;
Laiku mokamą atlyginimą;
Karjeros galimybes.
Atlyginimas
1000-1500
                                €/mėn.
                                į rankas
+ galimi priedai",https://www.cvbankas.lt/barmenas-e-restorane-grill-london-plc-mega-kaune/1-9585258,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
Remote customers support specialist (UKRAINIAN - ENGLISH) Work from Home,UAB „Teleperformance LT“,Vilnius,1478,1671,"Job description
Taking incoming video and audio calls from legal entities and individuals
Correct inserting of the information received during the call into the database
Qualified, full translation of the client's speech on different topics
Support for high-standard telephone calls
Rolling schedule: Monday-Sunday
Requirements
English and Ukrainian language skills at B2-C1 level or higher. During the recruitment process, candidates will undergo internal language assessments, which will be the sole basis for determining their language level suitability
Higher, secondary special education
Client-oriented work attitude
Good communication skills
Company offers
Possibility to choose full-time or part-time schedule (40/30/20 hours per week), allowing you to balance work with other commitments
Remote work from any location within Lithuania
Remote selection process
Work from home
Corporate training for all new hires
Engaging activities and extra benefits: private health insurance, sports and team events, referral bonus, special discounts!
Salary
1478-1671
                                €/mon.
                                gross
Additional information: The candidate is required to have an impeccable reputation, and therefore, before signing an employment contract, documents confirming the impeccable reputation will be required.",https://www.cvbankas.lt/remote-customers-support-specialist-ukrainian-english-work-from-home-vilniuje/1-13791041,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
"Barmenas (-ė) restorane ""Figa''",UAB „Kauno loftas“,Kaunas,1000,1200,"Darbo pobūdis
Įvairių gėrimų, kokteilių gamyba (laikantis technologinių aprašų);
Baro likučių skaičiavimas;
Baro prekių užsakymų darymas;
Baro tvarkos palaikymas.
Reikalavimai darbuotojui
Noras dirbti, orientacija į rezultatą;
Pozityvumas, sąžiningumas;
Darbas pilnu etatu ;
Patirtis būtų didelis privalumas!
Įmonė siūlo
Įdomų bei dinamišką darbą;
Laiku mokamą atlyginimą;
Karjeros galimybes.
Atlyginimas
1000-1200
                                €/mėn.
                                į rankas
+ galimi priedai",https://www.cvbankas.lt/barmenas-e-restorane-figa-kaune/1-10297095,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
